NDC,MegaChainNameNew,AffilID,unit_cost,unit_retail_price
23155022901,CVS,9000009,1.7417,2.4979
23155022901,REG CHAIN,9000664,0.1926,0.1943
23155048601,CVS,9000009,0.4025,0.4331
23155048601,WALMART PHARMACY,9000057,0.3804,0.3856
23155050001,CVS,9000064,0.8637,1.4988
23155050201,REG CHAIN,9000467,0.2197,1.3939
23155050201,THE KROGER COMPANY,9000085,0.301,1.0415
23155076701,THE KROGER COMPANY,9000147,2.1632,19.6874
23359010530,CVS,9000009,1.375,2.5
24979004113,CVS,9000009,3.9252,6.8124
24979004113,WALMART PHARMACY,9000057,1.8497,8.2817
27241004910,REG CHAIN,9000003,1.2975,5.2603
27241009903,RITE AID CORP,9000045,11.15,14.9958
27241009903,WALGREENS,9000037,7.2125,16.2375
27241011703,CVS,9000373,1.8017,1.8996
27241011703,THE KROGER COMPANY,9000605,0.8976,3.0207
27241012403,INDEPENDENT,0000000,0.7508,25.6288
27241012403,WALGREENS,9000037,8.4625,22.9875
27241015402,CVS,9000009,33.725,34.6125
27241018330,WALGREENS,9000037,6.9013,9.4479
27808003301,CVS,9000064,0.2106,0.2805
27808008602,CVS,9000009,1.4375,2.9975
27808008602,REG CHAIN,9000608,0.5794,4.6874
27808008602,REG CHAIN,9000664,0.5495,0.8249
29033001301,RITE AID CORP,9000045,2.9492,4.3746
29033001301,WALGREENS,9000037,2.0705,4.0306
29300012810,CVS,9000009,3.225,14.9875
29300012810,WALMART PHARMACY,9000057,0.1372,0.1389
29300012910,CVS,9000373,0.104,0.311
29300013101,ALBERTSON'S/SAFEWAY,9000050,0.8371,4.0704
29300013601,ALBERTSON'S/SAFEWAY,9000950,1.215,1.3362
29300018901,INDEPENDENT,0000000,0.9517,5.7788
29300024016,RITE AID CORP,9000045,1.5425,4.2912
29300045801,CVS,9000009,2.6292,4.9958
30768000601,RITE AID CORP,9000045,0.1688,0.1792
30768000601,WALGREENS,9000037,0.1075,0.1179
30768030417,RITE AID CORP,9000045,0.2275,0.2696
31604001160,PSAO,9009783,0.4279,0.75
31604001160,REG CHAIN,9000074,0.3987,0.5813
31604001281,CVS,9000009,0.0972,0.5557
31604001489,CVS,9000064,0.2104,0.25
31604002576,RITE AID CORP,9000045,0.3125,0.3981
31604002576,WALGREENS,9000037,0.2583,0.3748
31604002732,REG CHAIN,9000685,0.1309,0.1811
31604002896,CVS,9000009,0.2383,0.2487
31722000631,CVS,9000009,1.2792,2.2497
31722051901,PSAO/LTC,9000894,0.1096,0.6392
31722051901,THE KROGER COMPANY,9000605,0.3225,0.3333
31722052001,PSAO/LTC,9000894,0.5446,1.4384
31722052101,CVS,9000064,0.6988,0.7137
31722052201,CVS,9000009,1.5653,1.6653
31722052201,WALMART PHARMACY,9000057,0.4392,0.4543
31722052630,THE KROGER COMPANY,9000817,0.5554,2.0693
31722052901,CVS,9000009,1.115,1.4988
31722054301,REG CHAIN,9000646,0.5133,0.5829
31722054501,ALBERTSON'S/SAFEWAY,9000950,0.8696,1.3116
31722054501,CVS,9000064,0.3217,0.4996
31722054501,INDEPENDENT,0000000,0.1145,0.244
31722054501,THE KROGER COMPANY,9000468,0.0863,0.1666
31722072250,ALBERTSON'S/SAFEWAY,9000050,1.9821,8.9268
31722072250,ALBERTSON'S/SAFEWAY,9000950,2.6425,9.9975
31722072250,INDEPENDENT,0000000,3.9125,33.3946
31722072250,PSAO,9000756,1.4863,2.665
31722072250,REG CHAIN,9000074,10.825,17.4375
31722077701,CVS,9000009,2.2075,2.9975
31722077701,REG CHAIN,9000594,0.3369,1.8748
31722077701,REG CHAIN,9000955,0.4313,2.8583
31722077701,WALMART PHARMACY,9000057,0.9607,0.9912
31722077801,PSAO,9000909,1.4438,1.8487
33342003007,CVS,9000064,2.0857,8.4165
33342003007,INDEPENDENT,0000000,0.72,10.0288
33342003007,WALGREENS,9000037,1.7683,9.8746
33342006310,WALGREENS,9000037,3.5187,7.4938
33342006410,WALMART PHARMACY,9000057,0.6576,0.9738
33342006707,PSAO/LTC,9000894,0.2569,13.2239
33342006807,REG CHAIN,9000912,0.95,15.358
33342006907,CVS,9000009,6.3354,15.2062
33342007007,CVS,9000064,8.3,18.9563
33342007007,INDEPENDENT,0000000,0.5454,23.7792
33342007007,WALGREENS,9000037,21.2375,26.4875
33342007207,CVS,9000009,16.6792,37.7458
33342008307,PSAO/LTC,9000894,2.7096,17.875
33342008407,THE KROGER COMPANY,9000428,3.1442,5.9575
33342008607,INDEPENDENT,0000000,4.9117,65.3333
33342011607,CVS,9000064,4.575,4.9958
33342011707,WALGREENS,9000037,5.4917,7.0792
33342018010,CVS,9000373,5.4339,6.5339
35046000124,CVS,9000009,0.1677,0.2248
35046000392,REG CHAIN,9000664,0.235,0.2454
35046000433,REG CHAIN,9000074,0.4183,1.468
35573041730,WALGREENS,9000037,6.3771,13.2661
37864000031,REG CHAIN,9000646,0.1279,0.1331
37864000031,RITE AID CORP,9000045,0.185,0.2
37864083703,RITE AID CORP,9000045,0.1875,0.2037
39328010610,ALBERTSON'S/SAFEWAY,9001008,0.5375,0.8621
39328010610,REG CHAIN,9000646,0.4475,0.4579
39328010610,RITE AID CORP,9000045,0.3937,1.3746
39328010610,WALGREENS,9000037,0.8875,1.7079
39328010710,ALBERTSON'S/SAFEWAY,9000950,0.6946,1.0413
40093010209,CVS,9000064,0.0901,0.0936
40985021104,RITE AID CORP,9000045,0.1675,0.1779
40985022368,RITE AID CORP,9000045,0.1053,0.1388
40985027070,RITE AID CORP,9000045,0.0982,0.1268
40985027070,WALGREENS,9000037,0.0848,0.09
40985027112,CVS,9000064,0.0856,0.0884
40985027310,REG CHAIN,9000074,0.3871,0.5813
40985027504,WALGREENS,9000037,0.4542,0.5188
42192032130,RITE AID CORP,9000045,1.1725,3.2912
42192032901,ALBERTSON'S/SAFEWAY,9000950,1.0683,1.7787
42192032901,THE KROGER COMPANY,9000085,1.0787,1.1871
42192033001,INDEPENDENT,0000000,1.1317,1.8096
42192033001,RITE AID CORP,9000045,0.8937,1.4268
42192033001,THE KROGER COMPANY,9000147,0.8885,2.1874
42192033001,THE KROGER COMPANY,9000468,1.1421,2.1874
42192033001,WALGREENS,9000037,1.8563,3.7469
42192033101,ALBERTSON'S/SAFEWAY,9000950,1.6621,1.8746
42192033101,PSAO,9009915,1.2696,3.2565
42192033801,ALBERTSON'S/SAFEWAY,9000950,1.176,2.1552
42192033901,ALBERTSON'S/SAFEWAY,9001062,0.6033,1.1246
42192033901,INDEPENDENT,0000000,1.625,6.4833
42192033901,PSAO,9000938,0.3053,1.2188
42192033901,RITE AID CORP,9000045,2.2083,4.9958
42192033901,WALGREENS,9000037,3.25,8.6125
42543040801,REG CHAIN,9000594,1.3775,2.9999
42571022130,ALBERTSON'S/SAFEWAY,9000950,5.9554,27.4723
42794001208,CVS,9000009,4.9892,12.8329
42794001812,THE KROGER COMPANY,9000428,1.01,1.0312
42794001812,THE KROGER COMPANY,9000605,0.7461,1.0312
42799010501,WALGREENS,9000037,1.0792,1.2871
42799020801,ALBERTSON'S/SAFEWAY,9000950,5.9594,13.1219
42799020801,CVS,9000064,8.75,12.5594
42799020801,THE KROGER COMPANY,9000468,5.8812,12.1844
42799081201,RITE AID CORP,9000045,3.5175,6.0413
42799081201,WALGREENS,9000037,3.9925,5.2225
42806001801,THE KROGER COMPANY,9000428,0.3204,1.229
42806031250,ALBERTSON'S/SAFEWAY,9001008,1.0569,5.6244
42806031250,ALBERTSON'S/SAFEWAY,9001062,0.5751,4.7051
42806031250,INDEPENDENT,0000000,1.0037,9.845
42806031250,REG CHAIN,9000646,1.2286,2.9009
42806031250,RITE AID CORP,9000045,7.3375,7.4987
42806031250,WALGREENS,9000037,8,8.9369
42858080101,PSAO,9000909,0.4263,0.8049
42858080201,REG CHAIN,9000467,0.7054,3.7504
42858080201,THE KROGER COMPANY,9000085,0.8033,3.9685
42858080301,CVS,9000009,1.0844,4.4998
43199001401,ALBERTSON'S/SAFEWAY,9000026,0.4831,1.7013
43292050022,WALGREENS,9000037,0.2612,1.4988
43386048024,ALBERTSON'S/SAFEWAY,9000950,0.7617,1.9373
43386048024,INDEPENDENT,0000000,1.3857,4.6563
43386048024,WALGREENS,9000037,5.075,10.1125
43547027509,CVS,9000373,2.9547,8.8332
43547027509,REG CHAIN,9000664,0.4217,10.8204
43547028810,CVS,9000009,3.0406,3.7469
43547028810,REG CHAIN,9000074,5.4688,7.4688
43547034006,REG CHAIN,9000743,0.2487,5.3337
43547034006,RITE AID CORP,9000045,1.8099,5.8749
43547034106,CVS,9000373,2.2267,4.2912
43547034206,RITE AID CORP,9000045,4.605,7.4994
43547034306,THE KROGER COMPANY,9000428,0.4837,2.4581
43547034406,INDEPENDENT,0000000,0.6563,15.8333
43547034406,THE KROGER COMPANY,9000147,0.7021,0.8954
43598003601,RITE AID CORP,9000045,4.3762,10.4164
43598003601,WALGREENS,9000037,7.6,9.2042
43598026704,THE KROGER COMPANY,9001065,1.325,3.9322
43598043611,INDEPENDENT,0000000,0.775,2.337
43598043611,WALGREENS,9000037,0.492,1.2997
43598056601,THE KROGER COMPANY,9000085,2.4312,4.1646
43598057330,REG CHAIN,9000912,2.8062,95.19
43598057930,ALBERTSON'S/SAFEWAY,9000050,3.2902,6.1009
43598058030,CVS,9000009,4.1589,7.5527
43598058230,REG CHAIN,9000743,4.7465,12.2042
43598058230,THE KROGER COMPANY,9001065,4.7835,11.0042
43598086360,CVS,9000064,2.0425,2.1362
43598086360,REG CHAIN,9000074,0.8458,4.0396
45802015065,RITE AID CORP,9000045,7.95,14.9975
45802015065,WALGREENS,9000037,7.0583,7.2492
45802016972,CVS,9000009,1.1833,4.354
45802021172,RITE AID CORP,9000045,5.4479,7.4979
45802021172,WALGREENS,9000037,4.7107,4.9089
45802042578,RITE AID CORP,9000045,1.1446,1.4268
45802042578,THE KROGER COMPANY,9000428,0.7762,0.8992
45802042578,WALGREENS,9000037,1,1.2862
45802048678,REG CHAIN,9000363,0.185,0.2081
45802048678,THE KROGER COMPANY,9000428,0.1346,0.1943
45802065078,PSAO,9009783,0.4562,2.7479
45802065078,REG CHAIN,9000044,0.4271,0.4579
45802068028,CVS,9000009,0.66,0.8621
45963030509,RITE AID CORP,9000045,3.0467,8.9162
45963030509,WALGREENS,9000037,3.3838,8.7613
45963043864,REG CHAIN,9000912,0.043,0.0965
45963067611,CVS,9000009,0.6025,0.7579
45963067711,PSAO,9000448,0.439,2.1068
47335018788,RITE AID CORP,9000045,0.9979,1.5554
47335018788,WALGREENS,9000037,0.8954,1.5124
47335030888,INDEPENDENT,0000000,1.2792,11.8842
47335030888,RITE AID CORP,9000045,2.8825,7.7079
47335030888,WALGREENS,9000037,10.0125,14.9875
47335034483,ALBERTSON'S/SAFEWAY,9000950,1.0358,2.7371
47335034483,CVS,9000064,2.7504,4.1675
47335053183,CVS,9000009,6.925,8.0792
47335053383,ALBERTSON'S/SAFEWAY,9000026,3.5504,7.1121
47335053783,REG CHAIN,9000074,5.3379,11.4146
47335072283,WALGREENS,9000037,6.3775,11.6475
47335075983,WALGREENS,9000037,10.8375,14.9875
47335079483,WALGREENS,9000037,14.2333,17.8079
47335092860,WALGREENS,9000037,91.1625,216.2375
47469000928,CVS,9000009,0.0879,0.0989
47469000970,RITE AID CORP,9000045,0.2067,0.2277
47469004837,CVS,9000009,0.1184,0.1215
47781030301,CVS,9000064,2.7396,4.6229
47781030301,PSAO,9000320,1.5768,4.8205
47781060730,REG CHAIN,9000743,3.1337,6.3125
47781060730,RITE AID CORP,9000045,1.8242,5.4342
47781060730,WALGREENS,9000037,2.5313,6.3121
49348003210,ALBERTSON'S/SAFEWAY,9000950,3.225,3.3292
49348004210,ALBERTSON'S/SAFEWAY,9000950,0.0715,0.1461
49483022110,CVS,9000009,0.3987,0.8541
49483022210,CVS,9000009,1.2651,1.5932
49483048112,ALBERTSON'S/SAFEWAY,9000950,0.3225,0.3329
49483048112,CVS,9000064,0.0333,0.0351
49884005401,CVS,9000373,0.4512,0.4996
49884005601,CVS,9000373,0.97,1.1663
49884005601,WALMART PHARMACY,9000057,0.4722,0.94
49884006601,WALGREENS,9000037,2.0442,3.3325
49884012201,PSAO,9009783,0.3575,1.2173
49884012201,THE KROGER COMPANY,9000605,0.2303,0.6631
49884012301,REG CHAIN,9000137,0.3492,0.9585
49884012401,CVS,9000009,2.2188,3.7469
49884012401,WALMART PHARMACY,9000057,1.2931,1.4017
49884015576,ALBERTSON'S/SAFEWAY,9000950,9.65,20.7042
49884015676,CVS,9000009,8.3625,8.4146
49884015676,REG CHAIN,9000137,7.5531,11.1275
49884015676,REG CHAIN,9000366,7.7696,11.3013
49884029001,CVS,9000373,1.4075,1.4988
49884030502,CVS,9000064,19.7821,27.142
49884064001,CVS,9000064,0.7786,1.0705
49884090738,CVS,9000064,0.4061,0.6791
49884090738,REG CHAIN,9000074,0.1586,0.5727
49884090738,THE KROGER COMPANY,9000468,0.1809,0.2082
50111033301,CVS,9000373,1.3625,3.7469
50111033301,THE KROGER COMPANY,9000428,1.025,1.0696
50111033402,PSAO,9009783,0.4798,0.744
50111045001,ALBERTSON'S/SAFEWAY,9001929,0.625,1.9996
50111056001,RITE AID CORP,9000045,3.0562,7.4938
50111056001,WALGREENS,9000037,1.655,2.9975
50111078751,PSAO,9000448,1.7437,5.1854
50111078751,REG CHAIN,9000074,7.725,17.4375
50111091601,CVS,9000064,0.7521,0.9704
50111091601,REG CHAIN,9000367,0.2857,1.111
50111091701,ALBERTSON'S/SAFEWAY,9000950,0.5371,1.2371
50228010905,INDEPENDENT,0000000,0.4487,1.3108
50228046501,INDEPENDENT,0000000,0.4269,1.8583
50228046501,REG CHAIN,9000646,0.4269,0.7079
50228046501,RITE AID CORP,9000045,1.5044,2.1862
50228046501,WALGREENS,9000037,1.8125,2.2113
50383080216,CVS,9000009,0.43,0.4352
50428008875,CVS,9000009,0.1685,0.1748
50428026496,CVS,9000009,0.3259,0.3375
50428027130,CVS,9000009,0.1421,0.1473
50428029608,CVS,9000064,0.1067,0.1099
50428029821,CVS,9000064,0.2185,0.2457
50428031251,CVS,9000064,0.0983,0.1874
50428031441,CVS,9000009,0.1732,0.3178
50428035572,CVS,9000064,0.5767,0.8747
50428054089,CVS,9000064,0.1658,0.1771
50428054774,CVS,9000064,0.3269,0.3425
50428056283,CVS,9000009,0.2562,0.3227
50742011301,ALBERTSON'S/SAFEWAY,9000542,1.5512,2.2496
50742024890,ALBERTSON'S/SAFEWAY,9000026,0.8112,1.6663
50742026001,CVS,9000009,2.6958,4.9958
50742026001,WALMART PHARMACY,9000057,0.9158,1.4792
50742026301,THE KROGER COMPANY,9000428,1.1346,2.4166
50742062001,REG CHAIN,9000137,0.5323,1.3506
50742062201,ALBERTSON'S/SAFEWAY,9000950,0.9331,3.2318
50742062201,CVS,9000064,2.0963,2.9999
51224012250,REG CHAIN,9000074,4.185,22.9875
51293062801,ALBERTSON'S/SAFEWAY,9000950,0.9052,1.5831
51645082906,REG CHAIN,9000074,0.2246,0.2906
51660033301,REG CHAIN,9000646,0.1247,0.1273
51672400201,ALBERTSON'S/SAFEWAY,9000050,0.1857,1.5601
51672400201,REG CHAIN,9000074,1.3097,1.9375
51672400301,INDEPENDENT,0000000,0.3121,3.5546
51672400401,REG CHAIN,9000994,0.5792,5.2167
51672400501,CVS,9000373,0.5845,0.9675
51672401801,CVS,9000064,1.055,1.4806
51672403101,THE KROGER COMPANY,9000468,0.2785,0.5851
51672403201,ALBERTSON'S/SAFEWAY,9000950,0.4172,0.7219
51672403401,THE KROGER COMPANY,9000428,0.6525,0.7496
51672403701,PSAO,9000909,0.3129,0.8394
51672403803,REG CHAIN,9000074,0.7033,1.0813
51672404003,CVS,9000064,0.735,0.7454
51672404003,INDEPENDENT,0000000,0.8146,4.5689
51672404601,WALGREENS,9000037,1.3346,1.701
51672404709,CVS,9000009,0.2573,0.2615
51862007301,THE KROGER COMPANY,9000428,0.8931,7.4025
51862007401,REG CHAIN,9000074,1.3721,12.6646
51862024030,WALGREENS,9000037,2.96,7.1663
51862024230,INDEPENDENT,0000000,4.0425,10.1771
51862048601,RITE AID CORP,9000045,1.9725,3.7487
51862048601,THE KROGER COMPANY,9000147,0.5667,2.4162
51862048601,WALGREENS,9000037,1.075,1.0973
51862085501,REG CHAIN,9000074,0.3947,0.7238
51991007301,CVS,9000009,2.5,2.9975
51991007301,REG CHAIN,9000003,1.053,2.0995
51991007301,REG CHAIN,9000074,1.4992,3.2773
51991007401,REG CHAIN,9000743,2.1494,4.2669
51991008290,CVS,9000009,0.8225,0.8958
51991008490,CVS,9000009,0.7631,0.7667
51991008490,CVS,9000373,0.7631,0.7667
51991020301,THE KROGER COMPANY,9000085,0.2529,0.3401
51991033301,WALGREENS,9000037,1.158,1.4723
51991038490,INDEPENDENT,0000000,0.8693,1.511
51991061690,RITE AID CORP,9000045,1.5025,1.8329
51991061690,WALGREENS,9000037,1.6648,1.9992
51991075033,CVS,9000064,3.1475,8.8749
51991081390,CVS,9000373,0.9854,2.4358
51991081390,PSAO,9009915,1.2258,1.4271
51991081390,REG CHAIN,9000594,1.0669,2.6041
51991081901,THE KROGER COMPANY,9000085,0.9621,3.1352
51991091390,PSAO,9000709,1.9594,2.7796
52536052003,WALGREENS,9000037,3.2585,9.3924
52544069430,CVS,9000009,4.105,6.2499
52817019610,WALGREENS,9000037,4.6,14.9875
52817031910,REG CHAIN,9000743,1.1501,2.5476
52817031910,RITE AID CORP,9000045,2.0771,2.4979
52817031910,WALGREENS,9000037,2.6375,7.4938
52817032110,THE KROGER COMPANY,9000428,0.5589,1.7291
52817032110,WALGREENS,9000037,2.7917,4.9958
52817033010,REG CHAIN,9000366,0.6006,2.2125
52817033010,REG CHAIN,9000743,0.2367,2.5383
52817033010,THE KROGER COMPANY,9001065,0.3704,0.6246
52817033010,WALMART PHARMACY,9000057,0.5529,0.5633
52817033200,ALBERTSON'S/SAFEWAY,9001929,0.3454,1.5829
52817033200,RITE AID CORP,9000045,0.6142,1.8325
52817033200,THE KROGER COMPANY,9000428,0.7972,0.8319
52817035910,CVS,9000373,0.8308,2.6597
52817035910,THE KROGER COMPANY,9000428,0.4285,3.0451
52817035910,THE KROGER COMPANY,9000605,0.3494,3.0468
53489011802,RITE AID CORP,9000045,3.2656,3.7469
53489011802,WALGREENS,9000037,3.1812,3.6411
53489064701,CVS,9000064,1.3558,1.3662
53746014501,CVS,9000009,2.0825,2.9975
53746014501,REG CHAIN,9000074,1.9187,2.0234
53746051105,INDEPENDENT,0000000,0.4713,1.3908
53746051501,CVS,9000373,0.97,1.9329
53746054401,CVS,9000064,0.4279,0.5913
53746054501,CVS,9000009,2.8063,7.4938
53746061705,CVS,9000064,1.4169,1.6806
54629020001,RITE AID CORP,9000045,0.1062,0.1426
54629050260,CVS,9000009,0.1621,0.1727
54629089309,ALBERTSON'S/SAFEWAY,9001062,0.1369,0.1561
54629089309,RITE AID CORP,9000045,0.1696,0.1748
54629089309,WALGREENS,9000037,0.1143,0.1665
54629794101,REG CHAIN,9000664,0.0936,0.0971
54838050280,ALBERTSON'S/SAFEWAY,9000950,0.1799,0.3568
54838050280,CVS,9000064,0.1157,0.1959
54838051080,REG CHAIN,9000074,0.14,0.2354
54838057059,REG CHAIN,9000074,3.0832,5.416
55111011230,CVS,9000009,22.025,22.6125
55111011230,WALMART PHARMACY,9000057,5.0125,28.7857
55111012205,REG CHAIN,9000912,0.2663,7.209
55111012305,WALGREENS,9000037,8.4625,14.9875
55111012506,CVS,9000373,13.5777,17.142
55111014512,REG CHAIN,9000074,13.4625,17.4375
55111015001,WALGREENS,9000037,1.3292,1.7075
55111017915,REG CHAIN,9000743,0.4681,1.7842
55111018015,THE KROGER COMPANY,9001065,0.5308,1.0413
55111025760,THE KROGER COMPANY,9000428,0.9821,5.6492
55111025960,WALGREENS,9000037,14.675,14.9875
55111029136,CVS,9000009,21.8,25.8625
55111029236,CVS,9000373,23.3,23.6125
55111029336,ALBERTSON'S/SAFEWAY,9001062,2.4944,8.3319
55111029336,INDEPENDENT,0000000,2.4806,44.8056
55111029336,WALGREENS,9000037,10.9179,22.6375
55111032001,ALBERTSON'S/SAFEWAY,9001929,0.2925,0.4519
55111032001,CVS,9000373,0.5558,0.5663
55111032101,ALBERTSON'S/SAFEWAY,9000026,0.3129,0.681
55111032201,ALBERTSON'S/SAFEWAY,9000026,0.3017,0.8867
55111059660,WALGREENS,9000037,5.0094,8.8406
55111059760,THE KROGER COMPANY,9000085,0.6742,2.5137
55111061330,REG CHAIN,9000074,12.7196,23.0813
55111062560,CVS,9000009,2.1133,3.1325
55111065301,WALGREENS,9000037,8.8469,22.0281
55111066230,CVS,9000009,4.9514,8.861
55111072730,ALBERTSON'S/SAFEWAY,9000950,2.9896,8.7371
55111078401,REG CHAIN,9000755,0.3396,0.35
55111078401,THE KROGER COMPANY,9000010,0.1935,0.3054
57237002801,ALBERTSON'S/SAFEWAY,9000050,1.6594,3.1219
57237002801,ALBERTSON'S/SAFEWAY,9000950,0.9172,2.0297
57237002801,CVS,9000064,0.5137,0.9875
57237002801,PSAO,9000756,0.7423,1.3345
57237002801,REG CHAIN,9000044,0.6917,1.1304
57237002801,REG CHAIN,9000074,1.1328,1.1719
57237004001,WALGREENS,9000037,1.5656,3.7469
57237015701,CVS,9000009,1.7479,3.3163
57237015901,WALGREENS,9000037,1.2917,4.7496
57237021230,WALGREENS,9000037,7.3813,8.9938
57237021330,WALGREENS,9000037,3.735,6.1663
57664047758,INDEPENDENT,0000000,0.3933,1.0971
57664047758,RITE AID CORP,9000045,0.1956,0.7083
57664047758,WALGREENS,9000037,2.8625,14.9875
57664051083,INDEPENDENT,0000000,1.5046,4.3662
57664066483,WALGREENS,9000037,5.9475,13.4613
57664078386,CVS,9000373,1.4742,1.8246
57664078686,INDEPENDENT,0000000,3.37,6.8525
57664078686,WALGREENS,9000037,2.29,3.7475
57664079883,WALGREENS,9000037,4.1304,12.8329
57844001901,WALGREENS,9000037,0.5687,5.1246
57896030401,RITE AID CORP,9000045,0.7125,2.7475
57896060101,RITE AID CORP,9000045,0.1729,0.4579
57896063506,RITE AID CORP,9000045,0.1896,0.2598
57896076315,CVS,9000009,0.0281,0.0296
57896086501,ALBERTSON'S/SAFEWAY,9000026,0.1492,0.1526
57896086905,RITE AID CORP,9000045,0.8446,1.1679
57896086905,THE KROGER COMPANY,9000428,0.2172,0.6006
57896090101,INDEPENDENT,0000000,0.3892,0.6412
57896090101,RITE AID CORP,9000045,0.36,1.4988
57896090101,WALGREENS,9000037,0.11,0.5353
58487000801,RITE AID CORP,9000045,0.2492,0.27
58657045401,CVS,9000009,4.4219,5.3719
58657045601,ALBERTSON'S/SAFEWAY,9001929,2.5621,3.4371
58657045601,CVS,9000373,2.6894,3.4369
58657045601,PSAO,9000088,2.4992,4.9996
58657045601,THE KROGER COMPANY,9000428,3.8854,4.7896
58657045601,THE KROGER COMPANY,9000605,2.4281,3.2286
59088010673,ALBERTSON'S/SAFEWAY,9000950,1.1975,1.2488
59088010759,WALGREENS,9000037,0.3129,0.4996
59088010859,CVS,9000009,0.2669,0.2704
59088077120,RITE AID CORP,9000045,125.55,256.2437
59651003247,REG CHAIN,9000074,0.1276,0.169
59651015201,CVS,9000373,1.77,1.8954
59651015201,REG CHAIN,9000044,0.8746,2.9162
59651017401,CVS,9000373,0.3647,0.7721
59651017701,CVS,9000064,1.6107,1.633
59651021790,THE KROGER COMPANY,9000428,1.5239,6.229
59651024601,CVS,9000009,1.5675,1.5987
59651024701,CVS,9000064,1.688,2.7391
59651029960,ALBERTSON'S/SAFEWAY,9000950,0.3992,1.1367
59651031477,WALGREENS,9000037,4.4813,7.4938
59746000204,REG CHAIN,9000074,2.1883,3.2458
59746011506,NULL,9010045,0.7128,1.2408
59746011506,ALBERTSON'S/SAFEWAY,9001929,0.8912,1.3204
59746011506,THE KROGER COMPANY,9000428,0.6142,0.6247
59746012106,ALBERTSON'S/SAFEWAY,9000950,0.3224,0.4401
59746012106,REG CHAIN,9000074,0.614,0.9475
59746038306,CVS,9000064,0.7067,0.7829
59746038406,ALBERTSON'S/SAFEWAY,9000950,0.3601,1.3429
59746038406,CVS,9000064,1.2512,1.4988
59746038406,REG CHAIN,9000094,0.3299,0.3333
59746038506,CVS,9000373,0.6349,0.7304
59746038506,THE KROGER COMPANY,9000428,2.3917,2.4958
59746038506,THE KROGER COMPANY,9000605,0.3276,0.6249
59746038606,ALBERTSON'S/SAFEWAY,9000950,0.5862,1.8746
59746038606,WALGREENS,9000037,1.1716,1.3625
59762010405,CVS,9000373,0.2291,0.5249
59762100501,REG CHAIN,9000912,8.8913,45.8236
59762371709,CVS,9000009,9.275,14.9875
59762371809,CVS,9000064,8.025,14.9875
59762371809,INDEPENDENT,0000000,12.625,13.7375
59762371809,RITE AID CORP,9000045,8.0125,14.9875
59762371809,WALGREENS,9000037,10.5,14.9875
59762500801,RITE AID CORP,9000045,1.825,8.1219
59762500801,WALGREENS,9000037,3.6875,14.9875
59779046378,CVS,9000009,0.1609,0.1749
60219107601,ALBERTSON'S/SAFEWAY,9000950,1.3054,2.7475
60258009901,INDEPENDENT,0000000,0.4433,2.1129
60258009901,RITE AID CORP,9000045,0.224,0.4165
60258009901,WALGREENS,9000037,0.5156,1.8734
60258016001,REG CHAIN,9000912,0.2813,0.2917
60258016101,REG CHAIN,9000912,0.2846,0.2917
60258016101,THE KROGER COMPANY,9000085,0.2801,0.5499
60258018101,CVS,9000009,0.5846,0.6008
60258018201,REG CHAIN,9000363,0.5521,0.5625
60258018201,THE KROGER COMPANY,9000605,0.1978,0.4374
60258018601,INDEPENDENT,0000000,0.445,1.3342
60258018601,RITE AID CORP,9000045,0.4254,0.7912
60258018601,WALGREENS,9000037,0.5487,0.6371
60258019701,CVS,9000009,1.2612,1.4531
60432060616,REG CHAIN,9000074,0.1094,0.1941
60505001406,CVS,9000009,1.9437,2.4979
60505001406,REG CHAIN,9000074,0.7327,1.3562
60505001606,ALBERTSON'S/SAFEWAY,9000050,2.2563,3.0863
60505001606,REG CHAIN,9000074,1.0619,1.4573
60505003306,THE KROGER COMPANY,9000817,0.3593,0.8124
60505005501,INDEPENDENT,0000000,1.337,4.3642
60505009500,CVS,9000373,0.9342,1.1954
60505009500,THE KROGER COMPANY,9000428,0.4843,1.1526
60505009600,RITE AID CORP,9000045,1.3885,1.9581
60505009600,WALGREENS,9000037,2.5875,4.1625
60505013300,ALBERTSON'S/SAFEWAY,9000950,2.8283,4.4996
60505013300,CVS,9000064,2.3268,4.7848
60505013400,RITE AID CORP,9000045,9.1383,16.2913
60505013400,WALGREENS,9000037,6.0851,15.6658
60505014102,CVS,9000009,0.1353,0.3034
60505014102,REG CHAIN,9000743,0.3896,1.5888
60505014202,THE KROGER COMPANY,9000468,0.1867,0.2776
60505015701,INDEPENDENT,0000000,0.4519,1.1187
60505016501,CVS,9000009,4.2583,4.9958
60505016601,CVS,9000009,4.3417,4.9958
60505131603,ALBERTSON'S/SAFEWAY,9000950,2.0125,6.0704
60505252703,PSAO,9000709,1.3788,50.5063
60505280507,THE KROGER COMPANY,9000495,1.493,2.3576
60505392701,ALBERTSON'S/SAFEWAY,9000950,3.2612,7.3331
60951071270,RITE AID CORP,9000045,1.1302,3.8749
60951071270,WALGREENS,9000037,1.8317,2.6037
61269032610,RITE AID CORP,9000045,0.5625,0.9575
61269032610,THE KROGER COMPANY,9000428,0.4515,0.5935
62037059790,WALGREENS,9000037,1.4821,1.6246
62037059890,INDEPENDENT,0000000,0.8287,2.3279
62037059990,REG CHAIN,9000585,0.6408,1.5137
62037099901,ALBERTSON'S/SAFEWAY,9000950,0.3675,0.736
